"No.","Time","Source","Destination","Protocol","Length","Info"
"127","186.809860","157.240.195.56","10.100.102.210","TLSv1.2","499","Application Data"
"128","186.814324","157.240.195.56","10.100.102.210","TLSv1.2","537","Application Data"
"129","210.761305","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"130","210.926931","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"131","217.628374","157.240.195.56","10.100.102.210","TLSv1.3","93","Application Data"
"132","225.532142","10.100.102.210","157.240.195.56","TLSv1.2","121","Application Data"
"133","225.535830","10.100.102.210","157.240.195.56","TLSv1.2","160","Application Data"
"134","228.498436","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"135","231.128561","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"136","231.147883","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"137","232.496640","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"138","234.950796","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"139","235.114525","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"140","235.511091","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"141","239.264386","157.240.195.56","10.100.102.210","TLSv1.2","838","Application Data"
"142","239.401122","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"143","239.804899","157.240.195.56","10.100.102.210","TLSv1.2","623","Application Data"
"144","239.888709","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"145","240.183249","10.100.102.210","157.240.195.56","TLSv1.3","523","Client Hello"
"146","240.248121","157.240.195.56","10.100.102.210","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"147","240.250239","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"148","240.250697","10.100.102.210","157.240.195.56","TLSv1.3","134","Application Data"
"149","240.251928","10.100.102.210","157.240.195.56","TLSv1.3","282","Application Data"
"150","240.314642","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"151","240.314642","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"152","240.314642","157.240.195.56","10.100.102.210","TLSv1.3","85","Application Data"
"153","240.316154","10.100.102.210","157.240.195.56","TLSv1.3","85","Application Data"
"154","240.316537","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"155","240.444043","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  53205 [ACK] Seq=935 Ack=873 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"156","240.444043","157.240.195.56","10.100.102.210","TLSv1.3","207","Application Data, Application Data"
"157","240.444043","157.240.195.56","10.100.102.210","TCP","1446","443  >  53205 [ACK] Seq=2480 Ack=873 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"158","240.444043","157.240.195.56","10.100.102.210","TLSv1.3","825","Application Data, Application Data"
"159","242.046455","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"160","242.053196","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"161","245.511307","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"162","245.516143","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"163","245.960263","10.100.102.210","157.240.195.56","TLSv1.2","121","Application Data"
"164","249.430785","157.240.195.56","10.100.102.210","TLSv1.2","328","Application Data"
"165","249.463826","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"166","255.978232","157.240.195.56","10.100.102.210","TLSv1.2","837","Application Data"
"167","256.066056","10.100.102.210","157.240.195.56","TLSv1.3","201","[TCP ACKed unseen segment] , Application Data"
"168","256.073452","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"169","256.131382","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"170","256.291985","157.240.195.56","10.100.102.210","TLSv1.3","322","Application Data"
"171","256.291985","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"172","256.298175","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"173","256.298175","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"174","256.298175","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"175","256.316567","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"176","256.316567","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"177","256.327571","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"178","256.327571","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"179","256.327571","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"180","256.331494","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"181","256.331494","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"182","256.331494","157.240.195.56","10.100.102.210","TLSv1.3","1446","Continuation Data"
"183","256.331494","157.240.195.56","10.100.102.210","TLSv1.3","1171","Continuation Data"
"184","258.947506","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"185","259.110915","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"186","260.115482","157.240.195.56","10.100.102.210","TLSv1.2","243","Application Data"
"187","260.177256","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"188","268.083924","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"189","268.087479","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"190","281.957086","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"191","282.132316","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"192","290.161358","157.240.195.56","10.100.102.210","TLSv1.2","172","Application Data"
"193","290.166520","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"194","291.863604","157.240.195.56","10.100.102.210","TLSv1.2","172","Application Data"
"195","291.867575","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"196","297.382229","157.240.195.56","10.100.102.210","TLSv1.2","658","Application Data"
"197","297.487931","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"198","299.331947","157.240.195.56","10.100.102.210","TLSv1.2","224","Application Data"
"199","299.336564","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"200","299.344372","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"201","301.333369","10.100.102.210","157.240.195.56","TLSv1.3","92","[TCP ACKed unseen segment] , Application Data"
"202","301.398891","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"203","301.512728","157.240.195.56","10.100.102.210","TCP","1446","443  >  53205 [ACK] Seq=29762 Ack=1058 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"204","301.512728","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"205","301.515316","157.240.195.56","10.100.102.210","TLSv1.3","1111","Application Data, Application Data"
"206","308.942284","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"207","309.101836","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"208","310.413189","157.240.195.56","10.100.102.210","TLSv1.2","837","Application Data"
