"No.","Time","Source","Destination","Protocol","Length","Info"
"67","39.817690","157.240.195.56","10.100.102.210","TCP","1356","443  >  53521 [PSH, ACK] Seq=16812 Ack=2582 Win=4118 Len=1302 [TCP segment of a reassembled PDU]"
"68","39.817690","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  53521 [ACK] Seq=14028 Ack=2582 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"69","39.818196","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=18114 Ack=2582 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"70","39.818196","157.240.195.56","10.100.102.210","TCP","1356","[TCP Previous segment not captured] 443  >  53521 [PSH, ACK] Seq=20898 Ack=2582 Win=4118 Len=1302 [TCP segment of a reassembled PDU]"
"71","39.818196","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  53521 [ACK] Seq=19506 Ack=2582 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"72","39.818196","157.240.195.56","10.100.102.210","TCP","175","[TCP Previous segment not captured] 443  >  53521 [PSH, ACK] Seq=23592 Ack=2582 Win=4118 Len=121 [TCP segment of a reassembled PDU]"
"73","39.818196","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  53521 [ACK] Seq=22200 Ack=2582 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"74","39.818196","157.240.195.56","10.100.102.210","TLSv1.2","1446","Encrypted Alert, Ignored Unknown Record"
"75","39.818196","157.240.195.56","10.100.102.210","TLSv1.2","1257","Ignored Unknown Record"
"76","39.818196","157.240.195.56","10.100.102.210","TLSv1.2","1356","[TCP Previous segment not captured] , Ignored Unknown Record"
"77","39.818196","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=30394 Ack=2582 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"78","39.818196","157.240.195.56","10.100.102.210","TLSv1.2","351","Application Data, Application Data"
"79","39.966192","10.100.102.210","157.240.195.56","TLSv1.2","143","[TCP ACKed unseen segment] , Application Data"
"80","39.969147","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"81","40.039460","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"82","40.214065","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"83","42.645977","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"84","43.656860","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"85","43.661107","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"86","43.709516","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"87","44.323509","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"88","44.891591","157.240.195.56","10.100.102.210","TLSv1.2","311","Application Data"
"89","44.960394","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"90","45.038987","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"91","45.210651","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"92","45.907659","157.240.195.56","10.100.102.210","TLSv1.2","171","Application Data"
"93","45.910045","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"94","46.700849","157.240.195.56","10.100.102.210","TLSv1.2","310","Application Data"
"95","46.956695","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"96","47.016369","10.100.102.210","157.240.195.56","TLSv1.2","156","Application Data"
"97","47.190957","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"98","50.532805","10.100.102.210","157.240.195.56","TLSv1.2","132","Application Data"
"99","50.706494","157.240.195.56","10.100.102.210","TLSv1.2","130","Application Data"
"100","51.708400","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"101","51.848203","157.240.195.56","10.100.102.210","TLSv1.2","150","Application Data"
"102","51.854747","10.100.102.210","157.240.195.56","TLSv1.2","128","Application Data"
"103","53.890349","157.240.195.56","10.100.102.210","TLSv1.2","659","Application Data"
"104","53.993521","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"105","54.148196","157.240.195.56","10.100.102.210","TLSv1.2","424","Application Data"
"106","54.153287","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"107","54.188293","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"108","54.248144","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"109","54.345637","10.100.102.210","157.240.195.56","QUIC","1292","Initial, DCID=2ef38836c32ce2e1, PKN: 1, PING, PING, CRYPTO, PING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO"
"110","54.412605","157.240.195.56","10.100.102.210","QUIC","1274","Initial, SCID=765480b2590bee67, PKN: 7895981, CRYPTO, ACK, PADDING"
"111","60.242436","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=34769 Ack=3678 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"112","60.242436","157.240.195.56","10.100.102.210","TLSv1.2","175","Application Data"
"113","60.242436","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=36282 Ack=3678 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"114","60.242436","157.240.195.56","10.100.102.210","TLSv1.2","397","Application Data, Application Data"
"115","60.316255","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"116","60.477202","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"117","62.350913","157.240.195.56","10.100.102.210","TLSv1.2","842","Application Data"
"118","62.524095","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"119","64.577880","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"120","65.473994","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"121","67.827382","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"122","68.543837","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"123","68.916375","10.100.102.210","157.240.195.56","TLSv1.2","121","Application Data"
"124","69.334429","157.240.195.56","10.100.102.210","TLSv1.2","385","Application Data"
"125","69.372673","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"126","70.078996","157.240.195.56","10.100.102.210","TLSv1.2","294","Application Data"
"127","70.195572","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"128","72.176204","157.240.195.56","10.100.102.210","TLSv1.2","294","Application Data"
"129","72.308884","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"130","74.674938","157.240.195.56","10.100.102.210","TLSv1.2","175","[TCP Previous segment not captured] , Ignored Unknown Record"
"131","74.674938","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=41526 Ack=4202 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"132","74.684856","157.240.195.56","10.100.102.210","TLSv1.2","1257","Application Data"
"133","74.684856","157.240.195.56","10.100.102.210","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"134","74.684856","157.240.195.56","10.100.102.210","TLSv1.2","453","Ignored Unknown Record"
"135","74.684856","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=47304 Ack=4202 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"136","74.684856","157.240.195.56","10.100.102.210","TLSv1.2","1257","Application Data"
"137","74.684856","157.240.195.56","10.100.102.210","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"138","74.686851","157.240.195.56","10.100.102.210","TLSv1.2","1446","Ignored Unknown Record"
"139","74.686851","157.240.195.56","10.100.102.210","TLSv1.2","784","Ignored Unknown Record"
"140","74.844489","10.100.102.210","157.240.195.56","TLSv1.2","143","[TCP ACKed unseen segment] , Application Data"
"141","77.694858","157.240.195.56","10.100.102.210","TLSv1.2","177","Application Data"
"142","77.725296","10.100.102.210","157.240.195.56","TLSv1.2","134","Application Data"
"143","79.381968","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"144","79.555480","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"145","84.572616","157.240.195.56","10.100.102.210","TLSv1.2","327","Application Data"
"146","84.688094","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"147","86.542717","157.240.195.56","10.100.102.210","TLSv1.2","682","Application Data"
"148","86.590832","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"149","91.042994","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"150","91.160764","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"151","94.039062","10.100.102.210","157.240.195.56","TLSv1.2","132","Application Data"
"152","94.217836","157.240.195.56","10.100.102.210","TLSv1.2","130","Application Data"
"153","94.879483","157.240.195.56","10.100.102.210","TLSv1.2","465","Application Data"
"154","94.925790","10.100.102.210","157.240.195.56","TLSv1.2","135","Application Data"
"155","96.026414","10.100.102.210","157.240.195.56","TLSv1.3","571","Client Hello"
"156","96.090826","157.240.195.56","10.100.102.210","TLSv1.3","1446","Server Hello, Change Cipher Spec, Application Data"
"157","96.101681","157.240.195.56","10.100.102.210","TLSv1.3","1068","Application Data"
"158","96.103356","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"159","96.103477","10.100.102.210","157.240.195.56","TLSv1.3","152","Application Data"
"160","96.103568","10.100.102.210","157.240.195.56","TLSv1.3","590","Application Data"
"161","96.103592","10.100.102.210","157.240.195.56","TLSv1.3","707","Application Data"
"162","96.164736","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"163","96.164736","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"164","96.164736","157.240.195.56","10.100.102.210","TLSv1.3","98","Application Data"
"165","96.164999","10.100.102.210","157.240.195.56","TLSv1.3","85","Application Data"
"166","96.301634","157.240.195.56","10.100.102.210","TLSv1.3","629","Application Data"
"167","96.624452","157.240.195.56","10.100.102.210","TLSv1.2","414","Application Data"
"168","96.674482","10.100.102.210","157.240.195.56","TLSv1.2","135","Application Data"
"169","114.051516","157.240.195.56","10.100.102.210","TLSv1.2","349","Application Data"
"170","114.122458","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"171","114.326256","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"172","114.504228","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"173","124.035022","157.240.195.56","10.100.102.210","TLSv1.2","321","Application Data"
"174","124.099482","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"175","140.569736","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"176","140.752616","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"177","155.531160","157.240.195.56","10.100.102.210","TCP","1446","443  >  53521 [ACK] Seq=59087 Ack=5296 Win=4118 Len=1392 [TCP segment of a reassembled PDU]"
"178","155.531160","157.240.195.56","10.100.102.210","TLSv1.2","112","Application Data"
"179","155.531160","157.240.195.56","10.100.102.210","TLSv1.2","94","Application Data"
"180","155.600289","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"181","160.796980","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"182","160.966754","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"183","167.111134","157.240.195.56","10.100.102.210","TLSv1.2","365","Application Data"
"184","167.182233","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"185","173.933349","10.100.102.210","157.240.195.56","TLSv1.2","121","Application Data"
"186","176.448952","10.100.102.210","157.240.195.56","TLSv1.2","239","Application Data"
"187","176.449228","10.100.102.210","157.240.195.56","TLSv1.2","179","Application Data"
"188","176.637684","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"189","176.637684","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"190","178.012181","157.240.195.56","10.100.102.210","TLSv1.2","134","Application Data"
"191","178.376059","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"192","181.549547","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"193","181.552516","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"194","185.743886","157.240.195.56","10.100.102.210","TLSv1.2","242","Application Data"
"195","185.775520","10.100.102.210","157.240.195.56","TLSv1.2","125","Application Data"
"196","187.757017","157.240.195.56","10.100.102.210","TLSv1.2","430","Application Data"
"197","187.782058","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"198","188.373617","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"199","189.726953","10.100.102.210","157.240.195.56","TLSv1.2","317","Application Data"
"200","190.013350","157.240.195.56","10.100.102.210","TLSv1.2","165","Application Data"
"201","190.336626","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"202","190.340522","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"203","190.449467","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"204","190.451189","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"205","190.686209","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"206","190.686209","157.240.195.56","10.100.102.210","TLSv1.2","174","Application Data"
"207","190.687603","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"208","190.689898","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"209","191.343335","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"210","191.353348","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"211","192.254369","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"212","192.257494","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"213","199.718922","157.240.195.56","10.100.102.210","TLSv1.2","330","Application Data"
"214","199.750324","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"215","205.092917","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"216","205.096867","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"217","205.817746","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"218","207.367187","157.240.195.56","10.100.102.210","TLSv1.2","311","Application Data"
"219","207.479767","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"220","207.540797","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"221","207.719452","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"222","208.720155","157.240.195.56","10.100.102.210","TLSv1.2","311","Application Data"
"223","208.829244","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"224","208.877077","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"225","208.881093","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"226","208.882461","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"227","209.052664","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"228","209.619231","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"229","209.723178","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"230","209.781023","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"231","209.969673","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"232","210.269616","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"233","210.400560","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"234","210.625363","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"235","210.723577","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"236","210.796868","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"237","210.839673","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"238","210.942767","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"239","211.024865","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"240","211.077354","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"241","211.142478","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"242","211.184700","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"243","211.230925","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"244","211.235698","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"245","211.236596","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"246","211.369572","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"247","211.437280","157.240.195.56","10.100.102.210","TLSv1.2","279","Application Data"
"248","211.451365","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"249","211.460518","10.100.102.210","157.240.195.56","TLSv1.2","192","Application Data"
"250","211.652824","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"251","211.659317","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"252","211.682947","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"253","211.683342","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"254","211.791827","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"255","211.852587","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"256","211.870144","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"257","211.870144","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"258","212.221901","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"259","212.284759","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"260","212.333901","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"261","212.522817","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"262","213.489459","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"263","213.547384","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"264","213.607253","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"265","213.781101","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"266","214.049423","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"267","214.149409","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"268","214.199900","10.100.102.210","157.240.195.56","TLSv1.2","155","Application Data"
"269","214.252529","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"270","214.341220","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"271","214.429306","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"272","214.435849","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"273","214.435849","157.240.195.56","10.100.102.210","TLSv1.2","279","Application Data"
"274","214.490614","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"275","214.543384","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"276","214.568937","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"277","214.619013","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"278","214.639912","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"279","214.697349","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"280","214.718873","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"281","214.835902","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"282","214.878974","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"283","214.882585","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"284","215.007083","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"285","215.037748","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"286","215.061319","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"287","215.074506","10.100.102.210","157.240.195.56","TLSv1.2","192","Application Data"
"288","215.161409","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"289","215.166609","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"290","215.227031","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"291","215.257249","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"292","215.257249","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"293","215.305003","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"294","215.402150","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"295","215.419543","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"296","215.464966","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"297","215.473124","10.100.102.210","157.240.195.56","TLSv1.2","192","Application Data"
"298","215.573451","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"299","215.649847","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"300","215.657395","10.100.102.210","157.240.195.56","TLSv1.2","192","Application Data"
"301","215.669576","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"302","215.721689","10.100.102.210","157.240.195.56","TLSv1.2","192","Application Data"
"303","215.752573","157.240.195.56","10.100.102.210","TLSv1.2","279","Application Data"
"304","215.806204","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"305","215.836053","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"306","215.929955","157.240.195.56","10.100.102.210","TLSv1.2","295","Application Data"
"307","215.929955","157.240.195.56","10.100.102.210","TLSv1.2","142","Application Data"
"308","215.953843","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
"309","216.044301","10.100.102.210","157.240.195.56","TLSv1.2","177","Application Data"
"310","216.139637","10.100.102.210","157.240.195.56","TLSv1.2","143","Application Data"
